Date,City,Dealer_ID,Car_Model,Price,Discount,Marketing_Spend,Festival,Fuel_Price,Units_Sold,Lead_Time,Service_Level,Holding_Cost_Per_Unit,Previous_Month_Sales,Rolling_3M_Avg,Demand_Std_Dev,Scenario_Forecast
2024-05-01,Mumbai,D6567,WagonR,680000,5,34531,0,104.016,10307,1,0.95,13600.0,14598.0,20795.0,23003.61043520224,10731.316666666668
2024-07-01,Mumbai,D6742,WagonR,600000,3,68278,0,107.67900000000002,24459,1,0.95,12000.0,10307.0,16454.666666666668,23003.61043520224,21385.9
2024-08-01,Mumbai,D6788,WagonR,600000,5,114027,1,104.863,48481,1,0.95,12000.0,24459.0,27749.0,23003.61043520224,47187.525
2024-10-01,Mumbai,D9669,WagonR,680000,11,172601,2,104.25800000000001,92122,1,0.95,13600.0,48481.0,55020.666666666664,23003.61043520224,74710.65
2025-03-01,Mumbai,D1950,WagonR,600000,10,89279,1,106.72200000000001,38844,1,0.95,12000.0,92122.0,59815.666666666664,23003.61043520224,40111.00833333333
2025-09-01,Mumbai,D2865,WagonR,750000,2,62125,0,110.23100000000001,24259,1,0.95,15000.0,38844.0,51741.666666666664,23003.61043520224,21922.658333333333
2022-06-01,Bangalore,D4756,XL6,1700000,3,55227,0,99.03300000000002,4781,1,0.95,34000.0,4632.0,4594.0,6929.815857742702,4600.908333333334
2022-10-01,Bangalore,D7898,XL6,1550000,9,188212,2,101.167,25234,1,0.95,31000.0,4781.0,11549.0,6929.815857742702,23996.3
2023-05-01,Bangalore,D9554,XL6,1550000,5,53953,0,103.24600000000001,3931,1,0.95,31000.0,25234.0,11315.333333333334,6929.815857742702,7036.825
2023-07-01,Bangalore,D8783,XL6,1550000,3,52168,0,101.464,4348,1,0.95,31000.0,3931.0,11171.0,6929.815857742702,6875.125
2024-03-01,Bangalore,D6959,XL6,1550000,11,114946,1,103.664,10686,1,0.95,31000.0,4348.0,6321.666666666667,6929.815857742702,12209.633333333333
2024-10-01,Bangalore,D8196,XL6,1400000,9,117643,2,103.92800000000001,14576,1,0.95,28000.0,10686.0,9870.0,6929.815857742702,15773.866666666667
2025-09-01,Bangalore,D2854,XL6,1550000,4,47030,0,106.74400000000001,4083,1,0.95,31000.0,14576.0,9781.666666666666,6929.815857742702,6020.016666666666
2025-11-01,Bangalore,D5662,XL6,1400000,12,94571,2,110.71500000000002,11304,1,0.95,28000.0,4083.0,9987.666666666666,6929.815857742702,11272.65
2023-02-01,Chennai,D7166,XL6,1550000,5,59921,0,101.959,4851,1,0.95,31000.0,13735.0,7623.666666666667,4947.056561132855,5811.525
2024-05-01,Chennai,D4177,XL6,1700000,2,48544,0,106.42500000000001,4819,1,0.95,34000.0,4851.0,7801.666666666667,4947.056561132855,5609.058333333333
2024-12-01,Chennai,D4797,XL6,1700000,6,93950,1,106.7,11811,1,0.95,34000.0,4819.0,7160.333333333333,4947.056561132855,10525.008333333333
2025-05-01,Chennai,D2645,XL6,1550000,2,45997,0,109.63700000000001,3647,1,0.95,31000.0,11811.0,6759.0,4947.056561132855,3899.491666666667
2025-12-01,Chennai,D7514,XL6,1700000,5,107941,1,109.39500000000001,14872,1,0.95,34000.0,3647.0,10110.0,4947.056561132855,13903.4
2023-08-01,Delhi,D1984,XL6,1400000,8,88714,1,103.73,9328,1,0.95,28000.0,6125.0,6231.333333333333,4086.906582088008,8978.35
2024-04-01,Delhi,D1126,XL6,1700000,3,63453,0,106.06200000000001,6280,1,0.95,34000.0,9328.0,7244.333333333333,4086.906582088008,6632.541666666667
2025-01-01,Delhi,D2792,XL6,1550000,11,106849,1,107.00800000000001,11883,1,0.95,31000.0,6280.0,9163.666666666666,4086.906582088008,11329.425
2025-04-01,Delhi,D4417,XL6,1550000,4,69933,0,110.84700000000001,6345,1,0.95,31000.0,11883.0,8169.333333333333,4086.906582088008,6770.458333333333
2025-08-01,Delhi,D4072,XL6,1700000,5,73911,1,109.30700000000002,8324,1,0.95,34000.0,6345.0,8850.666666666666,4086.906582088008,8768.408333333333
2025-10-01,Delhi,D5021,XL6,1400000,12,174870,2,109.49400000000001,16367,1,0.95,28000.0,8324.0,10345.333333333334,4086.906582088008,18839.541666666668
2022-12-01,Hyderabad,D3116,XL6,1700000,8,119519,1,98.01,14650,1,0.95,34000.0,4650.0,10075.666666666666,6231.684486995033,15533.491666666667
2023-01-01,Hyderabad,D6779,XL6,1400000,10,59503,1,101.83800000000001,6241,1,0.95,28000.0,14650.0,8513.666666666666,6231.684486995033,7083.875
2023-04-01,Hyderabad,D1345,XL6,1700000,6,46905,0,104.093,4163,1,0.95,34000.0,6241.0,8351.333333333334,6231.684486995033,5430.983333333334
2023-10-01,Hyderabad,D1827,XL6,1550000,12,157425,2,103.70800000000001,22011,1,0.95,31000.0,4163.0,10805.0,6231.684486995033,21156.283333333333
2024-07-01,Hyderabad,D7024,XL6,1400000,4,60841,0,105.09400000000001,5498,1,0.95,28000.0,22011.0,10557.333333333334,6231.684486995033,7689.616666666667
2024-09-01,Hyderabad,D5146,XL6,1550000,3,40736,0,105.028,3332,1,0.95,31000.0,5498.0,10280.333333333334,6231.684486995033,5919.55
2024-11-01,Hyderabad,D4368,XL6,1400000,8,130408,2,105.24800000000002,19313,1,0.95,28000.0,3332.0,9381.0,6231.684486995033,17831.541666666668
2025-02-01,Hyderabad,D6732,XL6,1700000,2,64964,0,107.052,6456,1,0.95,34000.0,19313.0,9700.333333333334,6231.684486995033,7738.433333333333
2025-03-01,Hyderabad,D4476,XL6,1550000,8,78044,1,108.26200000000001,6936,1,0.95,31000.0,6456.0,10901.666666666666,6231.684486995033,9673.233333333334
2025-07-01,Hyderabad,D3872,XL6,1700000,2,63069,0,108.29500000000002,5665,1,0.95,34000.0,6936.0,6352.333333333333,6231.684486995033,5625.216666666666
2023-06-01,Mumbai,D3443,XL6,1400000,3,56806,0,102.77300000000001,5299,1,0.95,28000.0,10430.0,6852.666666666667,5239.644407319213,5251.791666666667
2023-09-01,Mumbai,D8790,XL6,1400000,3,69896,0,104.302,5503,1,0.95,28000.0,5299.0,7077.333333333333,5239.644407319213,6250.508333333333
2023-11-01,Mumbai,D4531,XL6,1700000,8,172949,2,100.11100000000002,22321,1,0.95,34000.0,5503.0,11041.0,5239.644407319213,22044.625
2023-12-01,Mumbai,D8147,XL6,1550000,11,52461,1,102.905,5157,1,0.95,31000.0,22321.0,10993.666666666666,5239.644407319213,6649.266666666666
2024-01-01,Mumbai,D5451,XL6,1400000,9,64291,1,103.62,7287,1,0.95,28000.0,5157.0,11588.333333333334,5239.644407319213,10776.383333333333
2024-02-01,Mumbai,D4876,XL6,1400000,6,41435,0,104.53300000000002,3141,1,0.95,28000.0,7287.0,5195.0,5239.644407319213,3599.4416666666666
2024-06-01,Mumbai,D9795,XL6,1400000,3,42258,0,103.906,3765,1,0.95,28000.0,3141.0,4731.0,5239.644407319213,3766.2916666666665
2024-08-01,Mumbai,D6109,XL6,1700000,6,98758,1,105.402,9677,1,0.95,34000.0,3765.0,5527.666666666667,5239.644407319213,9681.775
2025-06-01,Mumbai,D4030,XL6,1400000,5,44215,0,109.681,4065,1,0.95,28000.0,9677.0,5835.666666666667,5239.644407319213,4031.9166666666665
2026-01-01,Mumbai,D6031,XL6,1400000,6,108005,1,113.839,9170,1,0.95,28000.0,4065.0,7637.333333333333,5239.644407319213,10485.516666666666
