Date,City,Dealer_ID,Car_Model,Price,Discount,Marketing_Spend,Festival,Fuel_Price,Units_Sold,Lead_Time,Service_Level,Holding_Cost_Per_Unit,Previous_Month_Sales,Rolling_3M_Avg,Demand_Std_Dev,Forecasted_Demand,Safety_Stock,Reorder_Point,Inventory_Gap,Holding_Cost_Impact,Risk_Alert,Profit_Per_Unit,Lost_Profit,Blocked_Capital
2024-02-01,Bangalore,D2276,Grand Vitara,1300000,4,58937,0,96.88,10688,1,0.95,26000.0,10768.0,16482.333333333332,9153.48494234538,11871.816666666668,15103.250154869876,26975.066821536544,16287.066821536544,423463737.3599501,Excess Inventory Risk,104000.0,0.0,21173186867.99751
2024-06-01,Bangalore,D1055,Grand Vitara,1300000,2,38286,0,94.75,6468,1,0.95,26000.0,10688.0,9308.0,9153.48494234538,6577.275,15103.250154869876,21680.525154869876,15212.525154869876,395525654.02661675,Excess Inventory Risk,104000.0,0.0,19776282701.330837
2024-07-01,Bangalore,D9717,Grand Vitara,1700000,3,35901,0,97.43,7127,1,0.95,34000.0,6468.0,8094.333333333333,9153.48494234538,6523.758333333333,15103.250154869876,21627.00848820321,14500.00848820321,493000288.59890914,Excess Inventory Risk,136000.0,0.0,24650014429.945457
2024-09-01,Bangalore,D3125,Grand Vitara,1300000,3,55709,0,96.16,8828,1,0.95,26000.0,7127.0,7474.333333333333,9153.48494234538,7965.616666666667,15103.250154869876,23068.866821536543,14240.866821536543,370262537.3599501,Excess Inventory Risk,104000.0,0.0,18513126867.997505
2024-10-01,Bangalore,D1364,Grand Vitara,1700000,11,111055,2,96.84,26200,1,0.95,34000.0,8828.0,14051.666666666666,9153.48494234538,24194.5,15103.250154869876,39297.75015486988,13097.750154869878,445323505.2655759,Excess Inventory Risk,136000.0,0.0,22266175263.278793
2024-11-01,Bangalore,D7809,Grand Vitara,1700000,14,117685,2,95.26,27746,1,0.95,34000.0,26200.0,20924.666666666668,9153.48494234538,29896.358333333337,15103.250154869876,44999.608488203216,17253.608488203216,586622688.5989094,Excess Inventory Risk,136000.0,0.0,29331134429.945465
2025-08-01,Bangalore,D2531,Grand Vitara,1300000,8,67347,1,99.85,12892,1,0.95,26000.0,27746.0,22279.333333333332,9153.48494234538,13869.108333333334,15103.250154869876,28972.35848820321,16080.358488203208,418089320.69328344,Excess Inventory Risk,104000.0,0.0,20904466034.66417
2025-10-01,Bangalore,D4345,Grand Vitara,1700000,9,111822,2,97.4,31124,1,0.95,34000.0,12892.0,23920.666666666668,9153.48494234538,32392.416666666668,15103.250154869876,47495.66682153654,16371.666821536543,556636671.9322424,Excess Inventory Risk,136000.0,0.0,27831833596.61212
2022-07-01,Chennai,D6124,Grand Vitara,1500000,2,63328,0,88.61,9083,1,0.95,30000.0,7665.0,7569.666666666667,8466.256358466399,8996.116666666667,13969.322991469557,22965.439658136223,13882.439658136223,416473189.7440867,Excess Inventory Risk,120000.0,0.0,20823659487.204334
2022-08-01,Chennai,D6585,Grand Vitara,1300000,9,62329,1,89.76,11295,1,0.95,26000.0,9083.0,9347.666666666666,8466.256358466399,10629.941666666668,13969.322991469557,24599.264658136224,13304.264658136224,345910881.1115418,Excess Inventory Risk,104000.0,0.0,17295544055.57709
2023-08-01,Chennai,D6240,Grand Vitara,1500000,11,74226,1,94.53,14915,1,0.95,30000.0,11295.0,11764.333333333334,8466.256358466399,15451.3,13969.322991469557,29420.622991469558,14505.622991469558,435168689.74408674,Excess Inventory Risk,120000.0,0.0,21758434487.204338
2023-10-01,Chennai,D3878,Grand Vitara,1500000,8,136154,2,91.65,36774,1,0.95,30000.0,14915.0,20994.666666666668,8466.256358466399,36680.308333333334,13969.322991469557,50649.63132480289,13875.63132480289,416268939.7440867,Excess Inventory Risk,120000.0,0.0,20813446987.204334
2024-01-01,Chennai,D5432,Grand Vitara,1300000,9,105249,1,96.11,19513,1,0.95,26000.0,36774.0,23734.0,8466.256358466399,22506.383333333335,13969.322991469557,36475.70632480289,16962.706324802894,441030364.44487524,Excess Inventory Risk,104000.0,0.0,22051518222.243763
2024-05-01,Chennai,D1638,Grand Vitara,1300000,2,59984,0,96.93,11883,1,0.95,26000.0,19513.0,22723.333333333332,8466.256358466399,12493.375,13969.322991469557,26462.697991469555,14579.697991469555,379072147.77820843,Excess Inventory Risk,104000.0,0.0,18953607388.91042
2025-03-01,Chennai,D2646,Grand Vitara,1700000,10,101112,1,98.43,18838,1,0.95,34000.0,11883.0,16744.666666666668,8466.256358466399,21261.533333333333,13969.322991469557,35230.85632480289,16392.856324802888,557357115.0432981,Excess Inventory Risk,136000.0,0.0,27867855752.16491
2025-06-01,Chennai,D7506,Grand Vitara,1500000,4,65732,0,98.34,10240,1,0.95,30000.0,18838.0,13653.666666666666,8466.256358466399,11401.591666666667,13969.322991469557,25370.914658136222,15130.914658136222,453927439.7440867,Excess Inventory Risk,120000.0,0.0,22696371987.204334
2025-09-01,Chennai,D9172,Grand Vitara,1700000,3,46920,0,100.3,7575,1,0.95,34000.0,10240.0,12217.666666666666,8466.256358466399,7988.208333333333,13969.322991469557,21957.53132480289,14382.53132480289,489006065.0432983,Excess Inventory Risk,136000.0,0.0,24450303252.164913
2026-01-01,Chennai,D7882,Grand Vitara,1300000,11,57967,1,101.39,9422,1,0.95,26000.0,7575.0,9079.0,8466.256358466399,9108.316666666668,13969.322991469557,23077.639658136224,13655.639658136224,355046631.1115418,Excess Inventory Risk,104000.0,0.0,17752331555.57709
2022-10-01,Delhi,D4900,Grand Vitara,1500000,17,167468,2,88.33,43936,1,0.95,30000.0,9660.0,24601.666666666668,12463.729392079016,46055.45,20565.153496930376,66620.60349693037,22684.603496930373,680538104.9079112,Excess Inventory Risk,120000.0,0.0,34026905245.395557
2022-12-01,Delhi,D7981,Grand Vitara,1700000,11,110631,1,91.21,20331,1,0.95,34000.0,43936.0,24642.333333333332,12463.729392079016,25060.125,20565.153496930376,45625.278496930376,25294.278496930376,860005468.8956327,Excess Inventory Risk,136000.0,0.0,43000273444.78164
2023-07-01,Delhi,D7190,Grand Vitara,1700000,3,38264,0,91.66,5549,1,0.95,34000.0,20331.0,23272.0,12463.729392079016,7467.35,20565.153496930376,28032.503496930374,22483.503496930374,764439118.8956327,Excess Inventory Risk,136000.0,0.0,38221955944.78164
2023-09-01,Delhi,D7493,Grand Vitara,1300000,5,36721,0,92.71,5212,1,0.95,26000.0,5549.0,10364.0,12463.729392079016,5891.525,20565.153496930376,26456.678496930377,21244.678496930377,552361640.9201899,Excess Inventory Risk,104000.0,0.0,27618082046.00949
2023-11-01,Delhi,D5143,Grand Vitara,1500000,15,100609,2,91.05,28644,1,0.95,30000.0,5212.0,13135.0,12463.729392079016,25051.45,20565.153496930376,45616.60349693037,16972.603496930373,509178104.9079112,Excess Inventory Risk,120000.0,0.0,25458905245.395557
2024-03-01,Delhi,D6811,Grand Vitara,1300000,7,55656,1,97.56,11136,1,0.95,26000.0,28644.0,14997.333333333334,12463.729392079016,11836.658333333333,20565.153496930376,32401.81183026371,21265.81183026371,552911107.5868564,Excess Inventory Risk,104000.0,0.0,27645555379.34282
2024-04-01,Delhi,D1302,Grand Vitara,1300000,2,38984,0,94.32,6913,1,0.95,26000.0,11136.0,15564.333333333334,12463.729392079016,7526.766666666666,20565.153496930376,28091.920163597042,21178.920163597042,550651924.2535231,Excess Inventory Risk,104000.0,0.0,27532596212.676155
2025-02-01,Delhi,D6122,Grand Vitara,1300000,5,65298,0,98.84,12484,1,0.95,26000.0,6913.0,10177.666666666666,12463.729392079016,9828.966666666667,20565.153496930376,30394.120163597043,17910.120163597043,465663124.2535231,Excess Inventory Risk,104000.0,0.0,23283156212.676155
2025-04-01,Delhi,D1918,Grand Vitara,1500000,3,53429,0,98.98,9212,1,0.95,30000.0,12484.0,9536.333333333334,12463.729392079016,8115.191666666667,20565.153496930376,28680.34516359704,19468.34516359704,584050354.9079113,Excess Inventory Risk,120000.0,0.0,29202517745.39556
2025-11-01,Delhi,D8673,Grand Vitara,1300000,13,126659,2,97.96,38095,1,0.95,26000.0,9212.0,19930.333333333332,12463.729392079016,36371.433333333334,20565.153496930376,56936.58683026371,18841.58683026371,489881257.5868565,Excess Inventory Risk,104000.0,0.0,24494062879.342823
2025-12-01,Delhi,D7949,Grand Vitara,1300000,8,90108,1,97.57,17500,1,0.95,26000.0,38095.0,21602.333333333332,12463.729392079016,19595.683333333334,20565.153496930376,40160.83683026371,22660.83683026371,589181757.5868565,Excess Inventory Risk,104000.0,0.0,29459087879.342823
2023-12-01,Hyderabad,D4644,Grand Vitara,1300000,7,102130,1,93.24,23263,1,0.95,26000.0,8921.0,16753.666666666668,5702.040073517547,23400.266666666663,9408.366121303952,32808.632787970615,9545.632787970615,248186452.487236,Excess Inventory Risk,104000.0,0.0,12409322624.3618
2024-08-01,Hyderabad,D9150,Grand Vitara,1500000,8,81552,1,97.28,17890,1,0.95,30000.0,23263.0,16691.333333333332,5702.040073517547,19928.566666666666,9408.366121303952,29336.932787970618,11446.932787970618,343407983.63911855,Excess Inventory Risk,120000.0,0.0,17170399181.955927
2025-01-01,Hyderabad,D6126,Grand Vitara,1500000,8,61138,1,100.29,11441,1,0.95,30000.0,17890.0,17531.333333333332,5702.040073517547,12085.583333333334,9408.366121303952,21493.949454637288,10052.949454637288,301588483.6391186,Excess Inventory Risk,120000.0,0.0,15079424181.955933
2025-05-01,Hyderabad,D3797,Grand Vitara,1500000,3,35772,0,100.31,7197,1,0.95,30000.0,11441.0,12176.0,5702.040073517547,7425.95,9408.366121303952,16834.316121303953,9637.316121303953,289119483.6391186,Excess Inventory Risk,120000.0,0.0,14455974181.955929
2025-07-01,Hyderabad,D6870,Grand Vitara,1700000,2,69905,0,97.7,13990,1,0.95,34000.0,7197.0,10876.0,5702.040073517547,12942.441666666668,9408.366121303952,22350.807787970618,8360.807787970618,284267464.791001,Excess Inventory Risk,136000.0,0.0,14213373239.55005
2023-04-01,Mumbai,D3593,Grand Vitara,1500000,3,58495,0,94.94,10779,1,0.95,30000.0,19157.0,12145.666666666666,5285.362050039713,10480.975,8720.847382565526,19201.822382565526,8422.822382565526,252684671.47696579,Excess Inventory Risk,120000.0,0.0,12634233573.84829
2024-12-01,Mumbai,D5621,Grand Vitara,1700000,7,64716,1,95.88,13251,1,0.95,34000.0,10779.0,14395.666666666666,5285.362050039713,13223.383333333331,8720.847382565526,21944.230715898855,8693.230715898855,295569844.3405611,Excess Inventory Risk,136000.0,0.0,14778492217.028053
2023-06-01,Bangalore,D1232,Ignis,700000,4,60158,0,94.35,3276,1,0.95,14000.0,13905.0,6938.0,4575.658352318588,4121.466666666666,7549.83628132567,11671.302947992335,8395.302947992335,117534241.2718927,Excess Inventory Risk,56000.0,0.0,5876712063.594635
2023-11-01,Bangalore,D7738,Ignis,620000,17,150984,2,92.22,12859,1,0.95,12400.0,3276.0,10013.333333333334,4575.658352318588,16155.625,7549.83628132567,23705.461281325668,10846.461281325668,134496119.88843828,Excess Inventory Risk,49600.0,0.0,6724805994.421914
2024-02-01,Bangalore,D6401,Ignis,700000,6,39074,0,95.22,2507,1,0.95,14000.0,12859.0,6214.0,4575.658352318588,2915.675,7549.83628132567,10465.511281325671,7958.511281325671,111419157.9385594,Excess Inventory Risk,56000.0,0.0,5570957896.92797
2024-09-01,Bangalore,D6622,Ignis,700000,3,53312,0,95.04,3969,1,0.95,14000.0,2507.0,6445.0,4575.658352318588,3533.8083333333334,7549.83628132567,11083.644614659002,7114.644614659002,99605024.60522604,Excess Inventory Risk,56000.0,0.0,4980251230.261302
2025-01-01,Bangalore,D4735,Ignis,700000,8,91779,1,97.44,6402,1,0.95,14000.0,3969.0,4292.666666666667,4575.658352318588,6986.725,7549.83628132567,14536.56128132567,8134.56128132567,113883857.93855938,Excess Inventory Risk,56000.0,0.0,5694192896.927969
2026-01-01,Bangalore,D1117,Ignis,620000,6,77605,1,101.12,3191,1,0.95,12400.0,6402.0,4520.666666666667,4575.658352318588,5098.708333333333,7549.83628132567,12648.544614659004,9457.544614659004,117273553.22177164,Excess Inventory Risk,49600.0,0.0,5863677661.088582
2022-12-01,Chennai,D5632,Ignis,550000,9,89922,1,89.3,7200,1,0.95,11000.0,3372.0,4924.333333333333,3159.5501233787786,7367.491666666667,5213.257703574985,12580.74937024165,5380.7493702416505,59188243.07265816,Excess Inventory Risk,44000.0,0.0,2959412153.632908
2023-02-01,Chennai,D4596,Ignis,620000,4,61497,0,91.28,4340,1,0.95,12400.0,7200.0,4970.666666666667,3159.5501233787786,5085.875,5213.257703574985,10299.132703574985,5959.1327035749855,73893245.52432983,Excess Inventory Risk,49600.0,0.0,3694662276.216491
2025-05-01,Chennai,D5324,Ignis,700000,5,45422,0,99.19,2663,1,0.95,14000.0,4340.0,4734.333333333333,3159.5501233787786,3244.4333333333334,5213.257703574985,8457.691036908318,5794.691036908318,81125674.51671645,Excess Inventory Risk,56000.0,0.0,4056283725.8358226
2025-08-01,Chennai,D8489,Ignis,620000,7,101196,1,97.44,9262,1,0.95,12400.0,2663.0,5421.666666666667,3159.5501233787786,8626.566666666668,5213.257703574985,13839.824370241651,4577.824370241651,56765022.190996476,Excess Inventory Risk,49600.0,0.0,2838251109.5498238
2025-10-01,Chennai,D9195,Ignis,620000,11,176774,2,97.17,11681,1,0.95,12400.0,9262.0,7868.666666666667,3159.5501233787786,24038.508333333335,5213.257703574985,29251.76603690832,17570.76603690832,217877498.85766318,Excess Inventory Risk,49600.0,0.0,10893874942.88316
2025-12-01,Chennai,D9837,Ignis,700000,9,76715,1,100.67,7440,1,0.95,14000.0,11681.0,9461.0,3159.5501233787786,10214.341666666667,5213.257703574985,15427.599370241653,7987.599370241653,111826391.18338314,Excess Inventory Risk,56000.0,0.0,5591319559.169157
2023-01-01,Delhi,D7288,Ignis,620000,11,92913,1,93.75,6848,1,0.95,12400.0,3515.0,4381.666666666667,5031.361740486998,6864.958333333333,8301.746871803547,15166.705205136881,8318.705205136881,103151944.54369733,Excess Inventory Risk,49600.0,0.0,5157597227.184866
2023-05-01,Delhi,D9258,Ignis,550000,3,56526,0,91.91,3398,1,0.95,11000.0,6848.0,4587.0,5031.361740486998,3877.7166666666662,8301.746871803547,12179.463538470212,8781.463538470212,96596098.92317234,Excess Inventory Risk,44000.0,0.0,4829804946.158617
2023-08-01,Delhi,D5206,Ignis,620000,5,87846,1,93.57,6349,1,0.95,12400.0,3398.0,5531.666666666667,5031.361740486998,6940.575,8301.746871803547,15242.321871803546,8893.321871803546,110277191.21036397,Excess Inventory Risk,49600.0,0.0,5513859560.518198
2024-06-01,Delhi,D2460,Ignis,550000,2,62003,0,97.06,4248,1,0.95,11000.0,6349.0,4665.0,5031.361740486998,4075.4166666666665,8301.746871803547,12377.163538470213,8129.163538470213,89420798.92317234,Excess Inventory Risk,44000.0,0.0,4471039946.158617
2024-07-01,Delhi,D2733,Ignis,620000,6,64406,0,97.15,4481,1,0.95,12400.0,4248.0,5026.0,5031.361740486998,4240.8,8301.746871803547,12542.546871803548,8061.546871803548,99963181.210364,Excess Inventory Risk,49600.0,0.0,4998159060.5182
2024-08-01,Delhi,D2605,Ignis,620000,11,104823,1,96.66,8013,1,0.95,12400.0,4481.0,5580.666666666667,5031.361740486998,8290.15,8301.746871803547,16591.896871803547,8578.896871803547,106378321.21036398,Excess Inventory Risk,49600.0,0.0,5318916060.518199
2025-03-01,Delhi,D3590,Ignis,700000,8,62411,1,98.84,4075,1,0.95,14000.0,8013.0,5523.0,5031.361740486998,4219.775,8301.746871803547,12521.521871803547,8446.521871803547,118251306.20524965,Excess Inventory Risk,56000.0,0.0,5912565310.262483
2025-07-01,Delhi,D1005,Ignis,550000,2,35693,0,100.91,2467,1,0.95,11000.0,4075.0,4851.666666666667,5031.361740486998,3430.7833333333333,8301.746871803547,11732.53020513688,9265.53020513688,101920832.25650568,Excess Inventory Risk,44000.0,0.0,5096041612.825284
2025-11-01,Delhi,D6966,Ignis,700000,17,176410,2,99.96,20262,1,0.95,14000.0,2467.0,8934.666666666666,5031.361740486998,20094.616666666665,8301.746871803547,28396.363538470214,8134.363538470214,113881089.538583,Excess Inventory Risk,56000.0,0.0,5694054476.92915
2022-07-01,Hyderabad,D2976,Ignis,700000,4,48268,0,89.89,3037,1,0.95,14000.0,4803.0,3629.0,4872.927365671595,5342.808333333333,8040.330153358132,13383.138486691465,10346.138486691465,144845938.8136805,Excess Inventory Risk,56000.0,0.0,7242296940.684026
2022-08-01,Hyderabad,D2296,Ignis,700000,11,110545,1,91.92,6647,1,0.95,14000.0,3037.0,4829.0,4872.927365671595,7944.683333333333,8040.330153358132,15985.013486691465,9338.013486691465,130732188.81368051,Excess Inventory Risk,56000.0,0.0,6536609440.684026
2022-10-01,Hyderabad,D8641,Ignis,550000,15,172822,2,88.51,17917,1,0.95,11000.0,6647.0,9200.333333333334,4872.927365671595,19462.591666666667,8040.330153358132,27502.9218200248,9585.9218200248,105445140.02027279,Excess Inventory Risk,44000.0,0.0,5272257001.013639
2023-03-01,Hyderabad,D7168,Ignis,550000,8,105677,1,91.7,8846,1,0.95,11000.0,17917.0,11136.666666666666,4872.927365671595,10717.191666666668,8040.330153358132,18757.5218200248,9911.521820024798,109026740.02027278,Excess Inventory Risk,44000.0,0.0,5451337001.013639
2023-04-01,Hyderabad,D8561,Ignis,620000,3,66618,0,94.42,4474,1,0.95,12400.0,8846.0,10412.333333333334,4872.927365671595,6777.2,8040.330153358132,14817.530153358131,10343.530153358131,128259773.90164083,Excess Inventory Risk,49600.0,0.0,6412988695.082042
2024-10-01,Hyderabad,D7767,Ignis,620000,15,123108,2,97.63,12172,1,0.95,12400.0,4474.0,8497.333333333334,4872.927365671595,12799.866666666669,8040.330153358132,20840.1968200248,8668.196820024801,107485640.56830753,Excess Inventory Risk,49600.0,0.0,5374282028.415377
2025-04-01,Hyderabad,D2063,Ignis,620000,5,67285,0,100.46,5217,1,0.95,12400.0,12172.0,7287.666666666667,4872.927365671595,6405.925,8040.330153358132,14446.255153358132,9229.255153358132,114442763.90164083,Excess Inventory Risk,49600.0,0.0,5722138195.082042
2025-09-01,Hyderabad,D9659,Ignis,700000,2,44818,0,98.69,2680,1,0.95,14000.0,5217.0,6689.666666666667,4872.927365671595,3061.175,8040.330153358132,11101.505153358132,8421.505153358132,117901072.14701384,Excess Inventory Risk,56000.0,0.0,5895053607.350692
2023-10-01,Mumbai,D7891,Ignis,550000,10,141588,2,93.05,15449,1,0.95,11000.0,3636.0,7590.333333333333,4410.0418562914365,15401.641666666666,7276.56906288087,22678.210729547536,7229.210729547536,79521318.0250229,Excess Inventory Risk,44000.0,0.0,3976065901.251145
2023-12-01,Mumbai,D3472,Ignis,700000,7,100331,1,91.85,8835,1,0.95,14000.0,15449.0,9306.666666666666,4410.0418562914365,9482.325,7276.56906288087,16758.89406288087,7923.8940628808705,110934516.88033219,Excess Inventory Risk,56000.0,0.0,5546725844.016609
2024-01-01,Mumbai,D3739,Ignis,620000,7,78141,1,94.13,4747,1,0.95,12400.0,8835.0,9677.0,4410.0418562914365,10428.108333333334,7276.56906288087,17704.677396214203,12957.677396214203,160675199.71305612,Excess Inventory Risk,49600.0,0.0,8033759985.652806
2024-03-01,Mumbai,D2761,Ignis,550000,9,56406,1,96.61,3602,1,0.95,11000.0,4747.0,5728.0,4410.0418562914365,3708.4,7276.56906288087,10984.96906288087,7382.969062880869,81212659.69168957,Excess Inventory Risk,44000.0,0.0,4060632984.5844784
2024-04-01,Mumbai,D1876,Ignis,700000,2,61823,0,97.75,3591,1,0.95,14000.0,3602.0,3980.0,4410.0418562914365,3766.1916666666666,7276.56906288087,11042.760729547535,7451.760729547535,104324650.2136655,Excess Inventory Risk,56000.0,0.0,5216232510.683275
2024-05-01,Mumbai,D4812,Ignis,620000,5,53291,0,97.48,3066,1,0.95,12400.0,3591.0,3419.6666666666665,4410.0418562914365,3586.6666666666665,7276.56906288087,10863.235729547536,7797.235729547536,96685723.04638945,Excess Inventory Risk,49600.0,0.0,4834286152.319472
2024-11-01,Mumbai,D7986,Ignis,700000,11,146918,2,96.68,14252,1,0.95,14000.0,3066.0,6969.666666666667,4410.0418562914365,15414.916666666666,7276.56906288087,22691.485729547538,8439.485729547538,118152800.21366553,Excess Inventory Risk,56000.0,0.0,5907640010.683276
2024-12-01,Mumbai,D4517,Ignis,550000,9,84171,1,96.24,8019,1,0.95,11000.0,14252.0,8445.666666666666,4410.0418562914365,8718.933333333332,7276.56906288087,15995.502396214202,7976.502396214202,87741526.35835622,Excess Inventory Risk,44000.0,0.0,4387076317.917811
2025-02-01,Mumbai,D9434,Ignis,550000,5,33292,0,98.79,2576,1,0.95,11000.0,8019.0,8282.333333333334,4410.0418562914365,7631.375,7276.56906288087,14907.94406288087,12331.94406288087,135651384.69168958,Excess Inventory Risk,44000.0,0.0,6782569234.584478
2025-06-01,Mumbai,D6342,Ignis,700000,3,62371,0,98.52,4764,1,0.95,14000.0,2576.0,5119.666666666667,4410.0418562914365,4105.975,7276.56906288087,11382.54406288087,6618.54406288087,92659616.88033219,Excess Inventory Risk,56000.0,0.0,4632980844.016609
2024-01-01,Bangalore,D6287,Swift,880000,9,79300,1,94.19,31535,1,0.95,17600.0,31234.0,24675.333333333332,9136.759562339374,30969.333333333332,15075.653277859965,46044.98661119329,14509.986611193293,255375764.35700196,Excess Inventory Risk,70400.0,0.0,12768788217.850098
2024-07-01,Bangalore,D2994,Swift,650000,5,58411,0,94.74,20904,1,0.95,13000.0,31535.0,27891.0,9136.759562339374,19932.191666666666,15075.653277859965,35007.84494452663,14103.84494452663,183349984.2788462,Excess Inventory Risk,52000.0,0.0,9167499213.94231
2024-09-01,Bangalore,D8984,Swift,650000,2,51223,0,94.96,15583,1,0.95,13000.0,20904.0,22674.0,9136.759562339374,14878.166666666666,15075.653277859965,29953.81994452663,14370.81994452663,186820659.27884617,Excess Inventory Risk,52000.0,0.0,9341032963.942308
2023-02-01,Chennai,D2917,Swift,650000,6,54817,0,93.81,16525,1,0.95,13000.0,34157.0,26650.666666666668,20995.407551775497,17957.758333333335,34642.42246042957,52600.180793762906,36075.180793762906,468977350.31891775,Excess Inventory Risk,52000.0,0.0,23448867515.94589
2023-06-01,Chennai,D4744,Swift,800000,3,30671,0,91.05,10288,1,0.95,16000.0,16525.0,20323.333333333332,20995.407551775497,10355.716666666667,34642.42246042957,44998.139127096234,34710.139127096234,555362226.0335398,Excess Inventory Risk,64000.0,0.0,27768111301.676987
2023-07-01,Chennai,D1009,Swift,800000,5,30163,0,92.88,9778,1,0.95,16000.0,10288.0,12197.0,20995.407551775497,9166.991666666669,34642.42246042957,43809.414127096235,34031.414127096235,544502626.0335398,Excess Inventory Risk,64000.0,0.0,27225131301.676987
2023-08-01,Chennai,D1260,Swift,880000,10,91424,1,92.21,31121,1,0.95,17600.0,9778.0,17062.333333333332,20995.407551775497,29998.941666666666,34642.42246042957,64641.36412709623,33520.36412709623,589958408.6368937,Excess Inventory Risk,70400.0,0.0,29497920431.844685
2023-10-01,Chennai,D3219,Swift,800000,9,90634,2,92.19,43221,1,0.95,16000.0,31121.0,28040.0,20995.407551775497,38774.75,34642.42246042957,73417.17246042957,30196.172460429574,483138759.3668732,Excess Inventory Risk,64000.0,0.0,24156937968.34366
2023-12-01,Chennai,D3060,Swift,650000,9,72420,1,93.97,31794,1,0.95,13000.0,43221.0,35378.666666666664,20995.407551775497,30967.225,34642.42246042957,65609.64746042957,33815.647460429565,439603416.9855844,Excess Inventory Risk,52000.0,0.0,21980170849.279217
2024-02-01,Chennai,D2619,Swift,650000,6,54345,0,97.61,20391,1,0.95,13000.0,31794.0,31802.0,20995.407551775497,20144.591666666667,34642.42246042957,54787.014127096234,34396.014127096234,447148183.65225106,Excess Inventory Risk,52000.0,0.0,22357409182.612553
2024-05-01,Chennai,D3832,Swift,650000,6,55121,0,96.37,19580,1,0.95,13000.0,20391.0,23921.666666666668,20995.407551775497,19105.458333333332,34642.42246042957,53747.8807937629,34167.8807937629,444182450.31891775,Excess Inventory Risk,52000.0,0.0,22209122515.94589
2024-10-01,Chennai,D2604,Swift,720000,16,152930,2,97.18,88149,1,0.95,14400.0,19580.0,42706.666666666664,20995.407551775497,81090.55,34642.42246042957,115732.97246042956,27583.972460429562,397209203.4301857,Excess Inventory Risk,57600.0,0.0,19860460171.509285
2025-05-01,Chennai,D9162,Swift,720000,2,62784,0,100.33,20361,1,0.95,14400.0,88149.0,42696.666666666664,20995.407551775497,20503.241666666665,34642.42246042957,55145.66412709623,34784.66412709623,500899163.4301857,Excess Inventory Risk,57600.0,0.0,25044958171.509285
2023-04-01,Delhi,D7988,Swift,880000,2,46052,0,91.39,13919,1,0.95,17600.0,94524.0,41262.0,26820.58972932123,13113.891666666666,44253.973053380025,57367.864720046695,43448.864720046695,764700019.0728219,Excess Inventory Risk,70400.0,0.0,38235000953.64109
2024-08-01,Delhi,D4490,Swift,880000,6,83361,1,94.32,30156,1,0.95,17600.0,13919.0,46199.666666666664,26820.58972932123,30869.35,44253.973053380025,75123.32305338002,44967.32305338002,791424885.7394884,Excess Inventory Risk,70400.0,0.0,39571244286.97442
2025-04-01,Delhi,D3635,Swift,720000,6,60911,0,97.25,21615,1,0.95,14400.0,30156.0,21896.666666666668,26820.58972932123,21008.108333333337,44253.973053380025,65262.08138671336,43647.08138671336,628517971.9686724,Excess Inventory Risk,57600.0,0.0,31425898598.43362
2025-07-01,Delhi,D6415,Swift,800000,5,63160,0,97.46,19695,1,0.95,16000.0,21615.0,23822.0,26820.58972932123,19736.8,44253.973053380025,63990.77305338002,44295.77305338002,708732368.8540803,Excess Inventory Risk,64000.0,0.0,35436618442.70402
2025-10-01,Delhi,D6468,Swift,650000,17,86172,2,99.68,49322,1,0.95,13000.0,19695.0,30210.666666666668,26820.58972932123,47039.85833333333,44253.973053380025,91293.83138671335,41971.831386713355,545633808.0272737,Excess Inventory Risk,52000.0,0.0,27281690401.36368
2025-12-01,Delhi,D7413,Swift,880000,10,70281,1,100.52,30214,1,0.95,17600.0,49322.0,33077.0,26820.58972932123,28956.941666666666,44253.973053380025,73210.91472004668,42996.91472004668,756745699.0728216,Excess Inventory Risk,70400.0,0.0,37837284953.64108
2023-05-01,Hyderabad,D3026,Swift,720000,4,65153,0,91.97,20358,1,0.95,14400.0,36757.0,25218.0,10165.152796578011,20169.933333333334,16772.50211435372,36942.43544768705,16584.43544768705,238815870.44669354,Excess Inventory Risk,57600.0,0.0,11940793522.334677
2023-09-01,Hyderabad,D7038,Swift,800000,3,34795,0,93.39,11974,1,0.95,16000.0,20358.0,23029.666666666668,10165.152796578011,11331.341666666667,16772.50211435372,28103.843781020387,16129.843781020387,258077500.49632618,Excess Inventory Risk,64000.0,0.0,12903875024.816309
2023-11-01,Hyderabad,D8041,Swift,880000,14,84798,2,92.2,41930,1,0.95,17600.0,11974.0,24754.0,10165.152796578011,38790.191666666666,16772.50211435372,55562.69378102038,13632.693781020382,239935410.54595873,Excess Inventory Risk,70400.0,0.0,11996770527.297935
2024-03-01,Hyderabad,D9512,Swift,720000,5,60749,1,97.41,22702,1,0.95,14400.0,41930.0,25535.333333333332,10165.152796578011,21432.683333333334,16772.50211435372,38205.18544768705,15503.18544768705,223245870.44669354,Excess Inventory Risk,57600.0,0.0,11162293522.334677
2025-01-01,Hyderabad,D9567,Swift,720000,6,76035,1,100.98,29506,1,0.95,14400.0,22702.0,31379.333333333332,10165.152796578011,29886.25,16772.50211435372,46658.752114353716,17152.752114353716,246999630.4466935,Excess Inventory Risk,57600.0,0.0,12349981522.334675
